ping_number,timestamp,latitude,longitude,heading,speed_knots,altitude,depth,slant_range,cable_out
417,2024-01-15T10:00:41.700000+00:00,27.80054695967222,-82.49938167215807,44.91111945901502,4.0,15.0,2.0,150.0,50.0
418,2024-01-15T10:00:41.800000+00:00,27.800548268188184,-82.49938019290113,45.304153044553615,4.0,15.0,2.0,150.0,50.0
419,2024-01-15T10:00:41.900000+00:00,27.800549576704146,-82.49937871364416,45.06986251095179,4.0,15.0,2.0,150.0,50.0
420,2024-01-15T10:00:42+00:00,27.800550885220108,-82.49937723438718,44.40226744239921,4.0,15.0,2.0,150.0,50.0
421,2024-01-15T10:00:42.100000+00:00,27.80055219373607,-82.49937575513019,45.03070714725534,4.0,15.0,2.0,150.0,50.0
422,2024-01-15T10:00:42.200000+00:00,27.800553502252033,-82.49937427587318,44.90811123765541,4.0,15.0,2.0,150.0,50.0
423,2024-01-15T10:00:42.300000+00:00,27.800554810767995,-82.49937279661614,44.5606150114333,4.0,15.0,2.0,150.0,50.0
424,2024-01-15T10:00:42.400000+00:00,27.800556119283957,-82.49937131735909,45.51216740909522,4.0,15.0,2.0,150.0,50.0
425,2024-01-15T10:00:42.500000+00:00,27.80055742779992,-82.49936983810203,45.71788798861258,4.0,15.0,2.0,150.0,50.0
426,2024-01-15T10:00:42.600000+00:00,27.80055873631588,-82.49936835884495,44.64998350629912,4.0,15.0,2.0,150.0,50.0
427,2024-01-15T10:00:42.700000+00:00,27.800560044831844,-82.49936687958784,45.218625649323606,4.0,15.0,2.0,150.0,50.0
428,2024-01-15T10:00:42.800000+00:00,27.800561353347806,-82.49936540033072,44.9295017632571,4.0,15.0,2.0,150.0,50.0
429,2024-01-15T10:00:42.900000+00:00,27.80056266186377,-82.49936392107358,45.06083981697783,4.0,15.0,2.0,150.0,50.0
430,2024-01-15T10:00:43+00:00,27.80056397037973,-82.49936244181643,44.83098559213307,4.0,15.0,2.0,150.0,50.0
431,2024-01-15T10:00:43.100000+00:00,27.800565278895693,-82.49936096255925,45.031263597509415,4.0,15.0,2.0,150.0,50.0
432,2024-01-15T10:00:43.200000+00:00,27.800566587411655,-82.49935948330206,45.40723600460542,4.0,15.0,2.0,150.0,50.0
433,2024-01-15T10:00:43.300000+00:00,27.800567895927617,-82.49935800404485,45.08424236366571,4.0,15.0,2.0,150.0,50.0
434,2024-01-15T10:00:43.400000+00:00,27.80056920444358,-82.49935652478763,44.903104257790005,4.0,15.0,2.0,150.0,50.0
435,2024-01-15T10:00:43.500000+00:00,27.800570512959542,-82.49935504553038,44.89686029952167,4.0,15.0,2.0,150.0,50.0
436,2024-01-15T10:00:43.600000+00:00,27.800571821475504,-82.49935356627311,44.73628718990616,4.0,15.0,2.0,150.0,50.0
437,2024-01-15T10:00:43.700000+00:00,27.800573129991466,-82.49935208701584,44.91588031454881,4.0,15.0,2.0,150.0,50.0
438,2024-01-15T10:00:43.800000+00:00,27.80057443850743,-82.49935060775854,44.61393378712299,4.0,15.0,2.0,150.0,50.0
439,2024-01-15T10:00:43.900000+00:00,27.80057574702339,-82.49934912850122,45.347261105517234,4.0,15.0,2.0,150.0,50.0
440,2024-01-15T10:00:44+00:00,27.800577055539353,-82.49934764924389,44.38181285003007,4.0,15.0,2.0,150.0,50.0
441,2024-01-15T10:00:44.100000+00:00,27.800578364055315,-82.49934616998654,45.03764659330742,4.0,15.0,2.0,150.0,50.0
442,2024-01-15T10:00:44.200000+00:00,27.800579672571278,-82.49934469072917,44.74077680313403,4.0,15.0,2.0,150.0,50.0
443,2024-01-15T10:00:44.300000+00:00,27.80058098108724,-82.49934321147178,44.78522321082873,4.0,15.0,2.0,150.0,50.0
444,2024-01-15T10:00:44.400000+00:00,27.800582289603202,-82.49934173221438,44.81642222851183,4.0,15.0,2.0,150.0,50.0
445,2024-01-15T10:00:44.500000+00:00,27.800583598119164,-82.49934025295696,44.798727170207044,4.0,15.0,2.0,150.0,50.0
446,2024-01-15T10:00:44.600000+00:00,27.800584906635127,-82.49933877369952,45.32270859128846,4.0,15.0,2.0,150.0,50.0
447,2024-01-15T10:00:44.700000+00:00,27.80058621515109,-82.49933729444206,45.3199779687861,4.0,15.0,2.0,150.0,50.0
448,2024-01-15T10:00:44.800000+00:00,27.80058752366705,-82.49933581518458,44.619144263557374,4.0,15.0,2.0,150.0,50.0
449,2024-01-15T10:00:44.900000+00:00,27.800588832183013,-82.49933433592709,44.63306546114018,4.0,15.0,2.0,150.0,50.0
450,2024-01-15T10:00:45+00:00,27.800590140698976,-82.49933285666958,45.46122168099399,4.0,15.0,2.0,150.0,50.0
451,2024-01-15T10:00:45.100000+00:00,27.800591449214938,-82.49933137741205,45.47361082804459,4.0,15.0,2.0,150.0,50.0
452,2024-01-15T10:00:45.200000+00:00,27.8005927577309,-82.4993298981545,45.20414246665235,4.0,15.0,2.0,150.0,50.0
453,2024-01-15T10:00:45.300000+00:00,27.800594066246862,-82.49932841889694,44.362750845929206,4.0,15.0,2.0,150.0,50.0
454,2024-01-15T10:00:45.400000+00:00,27.800595374762825,-82.49932693963936,45.31566975071003,4.0,15.0,2.0,150.0,50.0
455,2024-01-15T10:00:45.500000+00:00,27.800596683278787,-82.49932546038175,44.67439625665268,4.0,15.0,2.0,150.0,50.0
456,2024-01-15T10:00:45.600000+00:00,27.80059799179475,-82.49932398112414,45.13414755338789,4.0,15.0,2.0,150.0,50.0
457,2024-01-15T10:00:45.700000+00:00,27.80059930031071,-82.4993225018665,44.662735992430434,4.0,15.0,2.0,150.0,50.0
458,2024-01-15T10:00:45.800000+00:00,27.800600608826674,-82.49932102260885,45.04295842531758,4.0,15.0,2.0,150.0,50.0
459,2024-01-15T10:00:45.900000+00:00,27.800601917342636,-82.49931954335118,44.81055193942191,4.0,15.0,2.0,150.0,50.0
460,2024-01-15T10:00:46+00:00,27.800603225858598,-82.49931806409349,45.06520196102047,4.0,15.0,2.0,150.0,50.0
461,2024-01-15T10:00:46.100000+00:00,27.80060453437456,-82.49931658483578,44.681261704523024,4.0,15.0,2.0,150.0,50.0
462,2024-01-15T10:00:46.200000+00:00,27.800605842890523,-82.49931510557806,45.013746529591614,4.0,15.0,2.0,150.0,50.0
463,2024-01-15T10:00:46.300000+00:00,27.800607151406485,-82.49931362632032,44.6695141232785,4.0,15.0,2.0,150.0,50.0
464,2024-01-15T10:00:46.400000+00:00,27.800608459922447,-82.49931214706255,45.02921043236264,4.0,15.0,2.0,150.0,50.0
465,2024-01-15T10:00:46.500000+00:00,27.80060976843841,-82.49931066780478,44.88490907209287,4.0,15.0,2.0,150.0,50.0
466,2024-01-15T10:00:46.600000+00:00,27.80061107695437,-82.49930918854699,45.672678547932755,4.0,15.0,2.0,150.0,50.0
467,2024-01-15T10:00:46.700000+00:00,27.800612385470334,-82.49930770928917,45.193786417466185,4.0,15.0,2.0,150.0,50.0
468,2024-01-15T10:00:46.800000+00:00,27.800613693986296,-82.49930623003134,44.357142577937495,4.0,15.0,2.0,150.0,50.0
469,2024-01-15T10:00:46.900000+00:00,27.80061500250226,-82.49930475077349,45.056022999477456,4.0,15.0,2.0,150.0,50.0
470,2024-01-15T10:00:47+00:00,27.80061631101822,-82.49930327151561,45.418107027150775,4.0,15.0,2.0,150.0,50.0
471,2024-01-15T10:00:47.100000+00:00,27.800617619534183,-82.49930179225773,44.84882868090496,4.0,15.0,2.0,150.0,50.0
472,2024-01-15T10:00:47.200000+00:00,27.800618928050145,-82.49930031299982,44.81165697028869,4.0,15.0,2.0,150.0,50.0
473,2024-01-15T10:00:47.300000+00:00,27.800620236566107,-82.4992988337419,44.90876132106215,4.0,15.0,2.0,150.0,50.0
474,2024-01-15T10:00:47.400000+00:00,27.80062154508207,-82.49929735448396,45.46202082429784,4.0,15.0,2.0,150.0,50.0
475,2024-01-15T10:00:47.500000+00:00,27.800622853598032,-82.499295875226,45.30756415127356,4.0,15.0,2.0,150.0,50.0
476,2024-01-15T10:00:47.600000+00:00,27.800624162113994,-82.49929439596802,45.39930987398543,4.0,15.0,2.0,150.0,50.0
477,2024-01-15T10:00:47.700000+00:00,27.800625470629956,-82.49929291671003,44.664439460492225,4.0,15.0,2.0,150.0,50.0
478,2024-01-15T10:00:47.800000+00:00,27.80062677914592,-82.49929143745202,44.90042188693014,4.0,15.0,2.0,150.0,50.0
479,2024-01-15T10:00:47.900000+00:00,27.80062808766188,-82.49928995819398,44.70306637344401,4.0,15.0,2.0,150.0,50.0
480,2024-01-15T10:00:48+00:00,27.800629396177843,-82.49928847893594,44.949859416266925,4.0,15.0,2.0,150.0,50.0
481,2024-01-15T10:00:48.100000+00:00,27.800630704693805,-82.49928699967788,45.13841994484845,4.0,15.0,2.0,150.0,50.0
482,2024-01-15T10:00:48.200000+00:00,27.800632013209768,-82.49928552041979,44.653557013253355,4.0,15.0,2.0,150.0,50.0
483,2024-01-15T10:00:48.300000+00:00,27.80063332172573,-82.49928404116169,45.173869411103915,4.0,15.0,2.0,150.0,50.0
484,2024-01-15T10:00:48.400000+00:00,27.800634630241692,-82.49928256190357,45.6220088918914,4.0,15.0,2.0,150.0,50.0
485,2024-01-15T10:00:48.500000+00:00,27.800635938757654,-82.49928108264544,44.67256521200252,4.0,15.0,2.0,150.0,50.0
486,2024-01-15T10:00:48.600000+00:00,27.800637247273617,-82.49927960338728,44.88167824201984,4.0,15.0,2.0,150.0,50.0
487,2024-01-15T10:00:48.700000+00:00,27.80063855578958,-82.4992781241291,45.06933340578104,4.0,15.0,2.0,150.0,50.0
488,2024-01-15T10:00:48.800000+00:00,27.80063986430554,-82.49927664487092,45.07282341893138,4.0,15.0,2.0,150.0,50.0
489,2024-01-15T10:00:48.900000+00:00,27.800641172821503,-82.49927516561272,44.517037794641865,4.0,15.0,2.0,150.0,50.0
490,2024-01-15T10:00:49+00:00,27.800642481337466,-82.49927368635448,45.32035060183415,4.0,15.0,2.0,150.0,50.0
491,2024-01-15T10:00:49.100000+00:00,27.800643789853428,-82.49927220709624,45.062573396307,4.0,15.0,2.0,150.0,50.0
492,2024-01-15T10:00:49.200000+00:00,27.80064509836939,-82.49927072783798,44.971134496136266,4.0,15.0,2.0,150.0,50.0
493,2024-01-15T10:00:49.300000+00:00,27.800646406885352,-82.49926924857971,44.93163077254927,4.0,15.0,2.0,150.0,50.0
494,2024-01-15T10:00:49.400000+00:00,27.800647715401315,-82.4992677693214,45.67130490429125,4.0,15.0,2.0,150.0,50.0
495,2024-01-15T10:00:49.500000+00:00,27.800649023917277,-82.49926629006309,44.62699535161019,4.0,15.0,2.0,150.0,50.0
496,2024-01-15T10:00:49.600000+00:00,27.80065033243324,-82.49926481080476,44.97917054264512,4.0,15.0,2.0,150.0,50.0
497,2024-01-15T10:00:49.700000+00:00,27.8006516409492,-82.49926333154642,44.880462925026045,4.0,15.0,2.0,150.0,50.0
498,2024-01-15T10:00:49.800000+00:00,27.800652949465164,-82.49926185228804,45.255868441887564,4.0,15.0,2.0,150.0,50.0
499,2024-01-15T10:00:49.900000+00:00,27.800654257981126,-82.49926037302966,45.12105013888257,4.0,15.0,2.0,150.0,50.0
500,2024-01-15T10:00:50+00:00,27.80065556649709,-82.49925889377126,45.27269375536258,4.0,15.0,2.0,150.0,50.0
501,2024-01-15T10:00:50.100000+00:00,27.80065687501305,-82.49925741451284,45.05091455341932,4.0,15.0,2.0,150.0,50.0
502,2024-01-15T10:00:50.200000+00:00,27.800658183529013,-82.4992559352544,45.81031592225417,4.0,15.0,2.0,150.0,50.0
503,2024-01-15T10:00:50.300000+00:00,27.800659492044975,-82.49925445599594,45.05079797802641,4.0,15.0,2.0,150.0,50.0
504,2024-01-15T10:00:50.400000+00:00,27.800660800560937,-82.49925297673747,45.048200749425185,4.0,15.0,2.0,150.0,50.0
505,2024-01-15T10:00:50.500000+00:00,27.8006621090769,-82.49925149747898,44.89588648876501,4.0,15.0,2.0,150.0,50.0
506,2024-01-15T10:00:50.600000+00:00,27.80066341759286,-82.49925001822047,45.16063314824167,4.0,15.0,2.0,150.0,50.0
507,2024-01-15T10:00:50.700000+00:00,27.800664726108824,-82.49924853896194,44.8728508728415,4.0,15.0,2.0,150.0,50.0
508,2024-01-15T10:00:50.800000+00:00,27.800666034624786,-82.49924705970339,45.12584004594788,4.0,15.0,2.0,150.0,50.0
509,2024-01-15T10:00:50.900000+00:00,27.80066734314075,-82.49924558044484,45.43102873033907,4.0,15.0,2.0,150.0,50.0
510,2024-01-15T10:00:51+00:00,27.80066865165671,-82.49924410118625,45.142399615122805,4.0,15.0,2.0,150.0,50.0
511,2024-01-15T10:00:51.100000+00:00,27.800669960172673,-82.49924262192765,44.94181360713152,4.0,15.0,2.0,150.0,50.0
512,2024-01-15T10:00:51.200000+00:00,27.800671268688635,-82.49924114266904,45.28766155354556,4.0,15.0,2.0,150.0,50.0
513,2024-01-15T10:00:51.300000+00:00,27.800672577204598,-82.4992396634104,45.012994436346574,4.0,15.0,2.0,150.0,50.0
514,2024-01-15T10:00:51.400000+00:00,27.80067388572056,-82.49923818415175,45.403918643408176,4.0,15.0,2.0,150.0,50.0
515,2024-01-15T10:00:51.500000+00:00,27.800675194236522,-82.49923670489308,45.06306423523444,4.0,15.0,2.0,150.0,50.0
516,2024-01-15T10:00:51.600000+00:00,27.800676502752484,-82.4992352256344,45.122273072791465,4.0,15.0,2.0,150.0,50.0
517,2024-01-15T10:00:51.700000+00:00,27.800677811268447,-82.4992337463757,44.850628620292454,4.0,15.0,2.0,150.0,50.0
518,2024-01-15T10:00:51.800000+00:00,27.80067911978441,-82.49923226711697,45.20976636383235,4.0,15.0,2.0,150.0,50.0
519,2024-01-15T10:00:51.900000+00:00,27.80068042830037,-82.49923078785822,45.17890916962185,4.0,15.0,2.0,150.0,50.0
520,2024-01-15T10:00:52+00:00,27.800681736816333,-82.49922930859947,45.15324465206879,4.0,15.0,2.0,150.0,50.0
521,2024-01-15T10:00:52.100000+00:00,27.800683045332296,-82.4992278293407,44.95980201344439,4.0,15.0,2.0,150.0,50.0
522,2024-01-15T10:00:52.200000+00:00,27.800684353848258,-82.4992263500819,45.27826675188233,4.0,15.0,2.0,150.0,50.0
523,2024-01-15T10:00:52.300000+00:00,27.80068566236422,-82.49922487082308,44.9405831535441,4.0,15.0,2.0,150.0,50.0
524,2024-01-15T10:00:52.400000+00:00,27.800686970880182,-82.49922339156426,44.75385291500622,4.0,15.0,2.0,150.0,50.0
525,2024-01-15T10:00:52.500000+00:00,27.800688279396145,-82.49922191230542,45.04157369424767,4.0,15.0,2.0,150.0,50.0
526,2024-01-15T10:00:52.600000+00:00,27.800689587912107,-82.49922043304655,45.69759831353023,4.0,15.0,2.0,150.0,50.0
527,2024-01-15T10:00:52.700000+00:00,27.80069089642807,-82.49921895378766,44.709127233762494,4.0,15.0,2.0,150.0,50.0
528,2024-01-15T10:00:52.800000+00:00,27.80069220494403,-82.49921747452876,44.87429174444061,4.0,15.0,2.0,150.0,50.0
529,2024-01-15T10:00:52.900000+00:00,27.800693513459994,-82.49921599526985,44.8557472741309,4.0,15.0,2.0,150.0,50.0
530,2024-01-15T10:00:53+00:00,27.800694821975956,-82.49921451601091,45.13944009392285,4.0,15.0,2.0,150.0,50.0
531,2024-01-15T10:00:53.100000+00:00,27.800696130491918,-82.49921303675195,44.99382082498755,4.0,15.0,2.0,150.0,50.0
532,2024-01-15T10:00:53.200000+00:00,27.80069743900788,-82.49921155749298,44.847124701491154,4.0,15.0,2.0,150.0,50.0
533,2024-01-15T10:00:53.300000+00:00,27.800698747523843,-82.499210078234,44.914890508703465,4.0,15.0,2.0,150.0,50.0
534,2024-01-15T10:00:53.400000+00:00,27.800700056039805,-82.49920859897499,45.5795242273126,4.0,15.0,2.0,150.0,50.0
535,2024-01-15T10:00:53.500000+00:00,27.800701364555767,-82.49920711971596,44.565878308336444,4.0,15.0,2.0,150.0,50.0
536,2024-01-15T10:00:53.600000+00:00,27.80070267307173,-82.49920564045692,45.087606457508166,4.0,15.0,2.0,150.0,50.0
537,2024-01-15T10:00:53.700000+00:00,27.80070398158769,-82.49920416119787,44.753707365354465,4.0,15.0,2.0,150.0,50.0
538,2024-01-15T10:00:53.800000+00:00,27.800705290103654,-82.49920268193878,45.022627795300856,4.0,15.0,2.0,150.0,50.0
539,2024-01-15T10:00:53.900000+00:00,27.800706598619616,-82.49920120267969,45.50254697522079,4.0,15.0,2.0,150.0,50.0
540,2024-01-15T10:00:54+00:00,27.80070790713558,-82.49919972342057,44.920137344238924,4.0,15.0,2.0,150.0,50.0
541,2024-01-15T10:00:54.100000+00:00,27.80070921565154,-82.49919824416145,45.30266524947856,4.0,15.0,2.0,150.0,50.0
542,2024-01-15T10:00:54.200000+00:00,27.800710524167503,-82.4991967649023,45.15308011149627,4.0,15.0,2.0,150.0,50.0
543,2024-01-15T10:00:54.300000+00:00,27.800711832683465,-82.49919528564313,45.04578660948694,4.0,15.0,2.0,150.0,50.0
544,2024-01-15T10:00:54.400000+00:00,27.800713141199427,-82.49919380638394,45.11983455639195,4.0,15.0,2.0,150.0,50.0
545,2024-01-15T10:00:54.500000+00:00,27.80071444971539,-82.49919232712473,45.015559247467124,4.0,15.0,2.0,150.0,50.0
546,2024-01-15T10:00:54.600000+00:00,27.80071575823135,-82.4991908478655,45.28068462183357,4.0,15.0,2.0,150.0,50.0
547,2024-01-15T10:00:54.700000+00:00,27.800717066747314,-82.49918936860627,45.1390645770274,4.0,15.0,2.0,150.0,50.0
548,2024-01-15T10:00:54.800000+00:00,27.800718375263276,-82.49918788934701,44.531846196635406,4.0,15.0,2.0,150.0,50.0
549,2024-01-15T10:00:54.900000+00:00,27.80071968377924,-82.49918641008773,44.845356159671766,4.0,15.0,2.0,150.0,50.0
550,2024-01-15T10:00:55+00:00,27.8007209922952,-82.49918493082843,45.196794433812364,4.0,15.0,2.0,150.0,50.0
551,2024-01-15T10:00:55.100000+00:00,27.800722300811163,-82.49918345156912,45.24495590084623,4.0,15.0,2.0,150.0,50.0
552,2024-01-15T10:00:55.200000+00:00,27.800723609327125,-82.4991819723098,44.91778071162505,4.0,15.0,2.0,150.0,50.0
553,2024-01-15T10:00:55.300000+00:00,27.800724917843088,-82.49918049305045,44.904385022081314,4.0,15.0,2.0,150.0,50.0
554,2024-01-15T10:00:55.400000+00:00,27.80072622635905,-82.49917901379108,44.72912604246436,4.0,15.0,2.0,150.0,50.0
555,2024-01-15T10:00:55.500000+00:00,27.800727534875012,-82.4991775345317,45.09788384466075,4.0,15.0,2.0,150.0,50.0
556,2024-01-15T10:00:55.600000+00:00,27.800728843390974,-82.4991760552723,45.09828830020881,4.0,15.0,2.0,150.0,50.0
557,2024-01-15T10:00:55.700000+00:00,27.800730151906937,-82.49917457601288,44.967333352951805,4.0,15.0,2.0,150.0,50.0
558,2024-01-15T10:00:55.800000+00:00,27.8007314604229,-82.49917309675344,44.738227282072735,4.0,15.0,2.0,150.0,50.0
559,2024-01-15T10:00:55.900000+00:00,27.80073276893886,-82.49917161749399,45.169313114353606,4.0,15.0,2.0,150.0,50.0
560,2024-01-15T10:00:56+00:00,27.800734077454823,-82.49917013823452,44.963945590995955,4.0,15.0,2.0,150.0,50.0
561,2024-01-15T10:00:56.100000+00:00,27.800735385970786,-82.49916865897502,44.73866299106835,4.0,15.0,2.0,150.0,50.0
562,2024-01-15T10:00:56.200000+00:00,27.800736694486748,-82.49916717971551,45.07126363734928,4.0,15.0,2.0,150.0,50.0
563,2024-01-15T10:00:56.300000+00:00,27.80073800300271,-82.49916570045599,45.23960652803364,4.0,15.0,2.0,150.0,50.0
564,2024-01-15T10:00:56.400000+00:00,27.800739311518672,-82.49916422119645,44.27727852072297,4.0,15.0,2.0,150.0,50.0
565,2024-01-15T10:00:56.500000+00:00,27.800740620034635,-82.49916274193689,45.13369390572334,4.0,15.0,2.0,150.0,50.0
566,2024-01-15T10:00:56.600000+00:00,27.800741928550597,-82.4991612626773,45.06961516219154,4.0,15.0,2.0,150.0,50.0
567,2024-01-15T10:00:56.700000+00:00,27.80074323706656,-82.49915978341771,44.76863748816201,4.0,15.0,2.0,150.0,50.0
568,2024-01-15T10:00:56.800000+00:00,27.80074454558252,-82.4991583041581,44.57225675861722,4.0,15.0,2.0,150.0,50.0
569,2024-01-15T10:00:56.900000+00:00,27.800745854098484,-82.49915682489846,44.83627250467929,4.0,15.0,2.0,150.0,50.0
570,2024-01-15T10:00:57+00:00,27.800747162614446,-82.49915534563881,45.092279265872925,4.0,15.0,2.0,150.0,50.0
571,2024-01-15T10:00:57.100000+00:00,27.800748471130408,-82.49915386637915,44.687199326143066,4.0,15.0,2.0,150.0,50.0
572,2024-01-15T10:00:57.200000+00:00,27.80074977964637,-82.49915238711947,44.587667991012175,4.0,15.0,2.0,150.0,50.0
573,2024-01-15T10:00:57.300000+00:00,27.800751088162333,-82.49915090785976,45.30444542902354,4.0,15.0,2.0,150.0,50.0
574,2024-01-15T10:00:57.400000+00:00,27.800752396678295,-82.49914942860003,44.79404651939336,4.0,15.0,2.0,150.0,50.0
575,2024-01-15T10:00:57.500000+00:00,27.800753705194257,-82.4991479493403,45.09421487978092,4.0,15.0,2.0,150.0,50.0
576,2024-01-15T10:00:57.600000+00:00,27.80075501371022,-82.49914647008055,44.32432941905166,4.0,15.0,2.0,150.0,50.0
577,2024-01-15T10:00:57.700000+00:00,27.80075632222618,-82.49914499082077,45.203470399572936,4.0,15.0,2.0,150.0,50.0
578,2024-01-15T10:00:57.800000+00:00,27.800757630742144,-82.49914351156097,45.208880522759245,4.0,15.0,2.0,150.0,50.0
579,2024-01-15T10:00:57.900000+00:00,27.800758939258106,-82.49914203230117,45.26095220484518,4.0,15.0,2.0,150.0,50.0
580,2024-01-15T10:00:58+00:00,27.80076024777407,-82.49914055304134,44.775783139968006,4.0,15.0,2.0,150.0,50.0
581,2024-01-15T10:00:58.100000+00:00,27.80076155629003,-82.49913907378149,44.73813108789394,4.0,15.0,2.0,150.0,50.0
582,2024-01-15T10:00:58.200000+00:00,27.800762864805993,-82.49913759452163,45.00523339173431,4.0,15.0,2.0,150.0,50.0
583,2024-01-15T10:00:58.300000+00:00,27.800764173321955,-82.49913611526175,45.017455275697905,4.0,15.0,2.0,150.0,50.0
584,2024-01-15T10:00:58.400000+00:00,27.800765481837917,-82.49913463600186,44.868751641838095,4.0,15.0,2.0,150.0,50.0
585,2024-01-15T10:00:58.500000+00:00,27.80076679035388,-82.49913315674193,44.60460017399049,4.0,15.0,2.0,150.0,50.0
586,2024-01-15T10:00:58.600000+00:00,27.800768098869842,-82.499131677482,45.25234765377466,4.0,15.0,2.0,150.0,50.0
587,2024-01-15T10:00:58.700000+00:00,27.800769407385804,-82.49913019822205,45.0123400659623,4.0,15.0,2.0,150.0,50.0
588,2024-01-15T10:00:58.800000+00:00,27.800770715901766,-82.49912871896208,45.049345389416175,4.0,15.0,2.0,150.0,50.0
589,2024-01-15T10:00:58.900000+00:00,27.80077202441773,-82.49912723970209,44.58046932736712,4.0,15.0,2.0,150.0,50.0
590,2024-01-15T10:00:59+00:00,27.80077333293369,-82.49912576044208,44.83214795911684,4.0,15.0,2.0,150.0,50.0
591,2024-01-15T10:00:59.100000+00:00,27.800774641449653,-82.49912428118206,44.950996368917124,4.0,15.0,2.0,150.0,50.0
592,2024-01-15T10:00:59.200000+00:00,27.800775949965615,-82.49912280192203,44.908133962708696,4.0,15.0,2.0,150.0,50.0
593,2024-01-15T10:00:59.300000+00:00,27.800777258481578,-82.49912132266196,44.67392222855804,4.0,15.0,2.0,150.0,50.0
594,2024-01-15T10:00:59.400000+00:00,27.80077856699754,-82.49911984340189,44.778937874913005,4.0,15.0,2.0,150.0,50.0
595,2024-01-15T10:00:59.500000+00:00,27.800779875513502,-82.4991183641418,44.543842273962845,4.0,15.0,2.0,150.0,50.0
596,2024-01-15T10:00:59.600000+00:00,27.800781184029464,-82.49911688488169,45.05621529896225,4.0,15.0,2.0,150.0,50.0
597,2024-01-15T10:00:59.700000+00:00,27.800782492545427,-82.49911540562155,45.505196296058514,4.0,15.0,2.0,150.0,50.0
598,2024-01-15T10:00:59.800000+00:00,27.80078380106139,-82.4991139263614,44.83784843612701,4.0,15.0,2.0,150.0,50.0
599,2024-01-15T10:00:59.900000+00:00,27.80078510957735,-82.49911244710124,45.847471075454855,4.0,15.0,2.0,150.0,50.0
600,2024-01-15T10:01:00+00:00,27.800786418093313,-82.49911096784106,45.45143739432261,4.0,15.0,2.0,150.0,50.0
601,2024-01-15T10:01:00.100000+00:00,27.800787726609276,-82.49910948858086,45.42838880548649,4.0,15.0,2.0,150.0,50.0
602,2024-01-15T10:01:00.200000+00:00,27.800789035125238,-82.49910800932064,45.22355841523448,4.0,15.0,2.0,150.0,50.0
603,2024-01-15T10:01:00.300000+00:00,27.8007903436412,-82.4991065300604,45.058219960090824,4.0,15.0,2.0,150.0,50.0
604,2024-01-15T10:01:00.400000+00:00,27.800791652157162,-82.49910505080015,44.609278697397635,4.0,15.0,2.0,150.0,50.0
605,2024-01-15T10:01:00.500000+00:00,27.800792960673125,-82.49910357153988,44.935339718265546,4.0,15.0,2.0,150.0,50.0
606,2024-01-15T10:01:00.600000+00:00,27.800794269189087,-82.49910209227959,44.889365825509664,4.0,15.0,2.0,150.0,50.0
607,2024-01-15T10:01:00.700000+00:00,27.80079557770505,-82.49910061301928,45.08444985049034,4.0,15.0,2.0,150.0,50.0
608,2024-01-15T10:01:00.800000+00:00,27.80079688622101,-82.49909913375896,44.995986786172914,4.0,15.0,2.0,150.0,50.0
609,2024-01-15T10:01:00.900000+00:00,27.800798194736974,-82.49909765449861,45.24487907480041,4.0,15.0,2.0,150.0,50.0
610,2024-01-15T10:01:01+00:00,27.800799503252936,-82.49909617523825,45.021540023240824,4.0,15.0,2.0,150.0,50.0
611,2024-01-15T10:01:01.100000+00:00,27.800800811768898,-82.49909469597787,44.34385106159596,4.0,15.0,2.0,150.0,50.0
612,2024-01-15T10:01:01.200000+00:00,27.80080212028486,-82.49909321671748,44.93345078093386,4.0,15.0,2.0,150.0,50.0
613,2024-01-15T10:01:01.300000+00:00,27.800803428800823,-82.49909173745706,44.95452219188006,4.0,15.0,2.0,150.0,50.0
614,2024-01-15T10:01:01.400000+00:00,27.800804737316785,-82.49909025819663,45.06720004974042,4.0,15.0,2.0,150.0,50.0
615,2024-01-15T10:01:01.500000+00:00,27.800806045832747,-82.49908877893618,44.75275022024357,4.0,15.0,2.0,150.0,50.0
616,2024-01-15T10:01:01.600000+00:00,27.80080735434871,-82.49908729967571,44.80262937096031,4.0,15.0,2.0,150.0,50.0
617,2024-01-15T10:01:01.700000+00:00,27.80080866286467,-82.49908582041522,45.31148022834374,4.0,15.0,2.0,150.0,50.0
618,2024-01-15T10:01:01.800000+00:00,27.800809971380634,-82.49908434115471,45.00403696090408,4.0,15.0,2.0,150.0,50.0
619,2024-01-15T10:01:01.900000+00:00,27.800811279896596,-82.4990828618942,45.67421477538837,4.0,15.0,2.0,150.0,50.0
620,2024-01-15T10:01:02+00:00,27.80081258841256,-82.49908138263365,45.16051383537054,4.0,15.0,2.0,150.0,50.0
621,2024-01-15T10:01:02.100000+00:00,27.80081389692852,-82.49907990337309,45.265873935300796,4.0,15.0,2.0,150.0,50.0
622,2024-01-15T10:01:02.200000+00:00,27.800815205444483,-82.49907842411251,44.91031002292922,4.0,15.0,2.0,150.0,50.0
623,2024-01-15T10:01:02.300000+00:00,27.800816513960445,-82.49907694485192,45.35214763750651,4.0,15.0,2.0,150.0,50.0
624,2024-01-15T10:01:02.400000+00:00,27.800817822476407,-82.4990754655913,44.62331224669127,4.0,15.0,2.0,150.0,50.0
625,2024-01-15T10:01:02.500000+00:00,27.80081913099237,-82.49907398633067,44.81109368960835,4.0,15.0,2.0,150.0,50.0
